doc_name	sentence	pictos_ref_ids	sense_keys
doc3	elle est à l'hôpital marthe	[[7028], [5465], [7041], [8476], [3116], []]	[[], ['be%2:42:05::'], [], [], ['hospital%1:06:00::', 'clinic%1:06:00::', 'infirmary%1:06:00::', 'clinic%1:14:00::', 'hospital%1:14:00::'], []]
doc3	bonjour jason devoirs pas oubliés	[[6009], [], [11228], [26258], [6526]]	[['howdy%1:10:00::', 'hi%1:10:00::', 'hello%1:10:00::', 'hullo%1:10:00::', 'how-do-you-do%1:10:00::'], [], ['homework%1:04:00::', 'prep%1:04:00::', 'preparation%1:04:01::'], ['blank_out%2:31:00::', 'forget%2:31:00::', 'leave%2:31:02::', 'block%2:31:00::', 'forget%2:31:02::', 'draw_a_blank%2:31:00::'], ['step%1:10:02::', 'footprint%1:10:00::', 'footmark%1:10:00::']]
doc3	salutations institutrice an	[[5896], [2457], []]	[[], ['instructor%1:18:00::', 'prof%1:18:00::', 'teacher%1:18:00::', 'schoolteacher%1:18:00::', 'school_teacher%1:18:00::', 'professor%1:18:00::'], []]
doc3	salut annick est ce que tes parents sont déjà venus 	[[5896], [], [], [], [], [12283], [35059], [5465], [37162], [11708]]	[[], [], [], [], [], [], ['parent%1:18:00::'], ['be%2:42:05::'], ['over_again%4:02:00::', 'once_more%4:02:00::', 'again%4:02:00::', 'once_again%4:02:00::'], ['come_up%2:38:02::', 'come%2:38:00::', 'come%2:38:04::', 'get%2:38:00::', 'arrive%2:38:00::']]
doc3	bien qu'ils viennent encore en visite avant qu'ils partent à la mer	[[11185], [11185], [7032], [11708], [37162], [11709], [4772], [13028], [10276], [7032], [2432], [7041], [7029], [2925]]	[[], [], [], ['come_up%2:38:02::', 'come%2:38:00::', 'come%2:38:04::', 'get%2:38:00::', 'arrive%2:38:00::'], ['over_again%4:02:00::', 'once_more%4:02:00::', 'again%4:02:00::', 'once_again%4:02:00::'], [], ['visit%1:04:02::'], ['before%4:02:03::', 'earlier%4:02:00::'], [], [], ['move%2:38:03::', 'locomote%2:38:00::', 'travel%2:38:00::', 'go%2:38:00::'], [], [], ['ocean%1:17:00::', 'sea%1:17:00::']]
doc3	salutations	[[5896]]	[[]]
doc3	c'est aussi le vieux monsieur elle va dans une maison de repos quand tu ne peux plus t'occuper du vieux monsieur ou pas tu es très triste pour le vieux monsieur je te réconforterai bien salutations tim de bock	[[], [5465], [11591], [8476], [25796], [4744], [7028], [2432], [7034], [8474], [5910], [5910], [5910], [22621], [2608], [], [11750], [6526], [], [24863], [11712], [25796], [4744], [11317], [6526], [2608], [5465], [25708], [2606], [7194], [8476], [25796], [4744], [2617], [2608], [5903], [5397], [5896], [], [], []]	[[], ['be%2:42:05::'], ['besides%4:02:03::', 'likewise%4:02:01::', 'as_well%4:02:01::', 'also%4:02:00::', 'too%4:02:01::'], [], ['aged%5:00:01:old:02', 'older%5:00:00:old:02', 'senior%5:00:00:old:02', 'elderly%5:00:00:old:02'], ['silhouette%1:06:00::', 'sir%1:18:00::', 'man%1:18:00::', 'adult_male%1:18:00::'], [], ['move%2:38:03::', 'locomote%2:38:00::', 'travel%2:38:00::', 'go%2:38:00::'], [], [], ['nursing_home%1:06:00::', 'home%1:06:01::', 'rest_home%1:06:00::'], ['nursing_home%1:06:00::', 'home%1:06:01::', 'rest_home%1:06:00::'], ['nursing_home%1:06:00::', 'home%1:06:01::', 'rest_home%1:06:00::'], [], [], [], [], ['step%1:10:02::', 'footprint%1:10:00::', 'footmark%1:10:00::'], [], ['take_heed%2:39:00::', 'pay_heed%2:39:00::', 'hear%2:39:05::', 'give_ear%2:39:00::', 'hang%2:39:00::', 'listen%2:39:01::', 'advert%2:39:00::', 'attend%2:39:00::'], [], ['aged%5:00:01:old:02', 'older%5:00:00:old:02', 'senior%5:00:00:old:02', 'elderly%5:00:00:old:02'], ['silhouette%1:06:00::', 'sir%1:18:00::', 'man%1:18:00::', 'adult_male%1:18:00::'], [], ['step%1:10:02::', 'footprint%1:10:00::', 'footmark%1:10:00::'], [], ['be%2:42:05::'], ['very%4:02:00::', 'real%4:02:01::', 'rattling%4:02:00::', 'really%4:02:00::'], ['down_in_the_mouth%5:00:00:dejected:00', 'gloomy%5:00:00:dejected:00', 'grim%5:00:00:dejected:00', 'down%5:00:00:dejected:00', 'unhappy%3:00:00::', 'depressed%5:00:00:dejected:00', 'downhearted%5:00:00:dejected:00', 'low%5:00:00:dejected:00', 'downcast%5:00:00:dejected:00', 'distressed%3:00:04::', 'blue%5:00:00:dejected:00', 'sad%3:00:00::', 'unhappy%3:00:04::', 'low-spirited%5:00:00:dejected:00', 'dispirited%5:00:00:dejected:00', 'dysphoric%3:00:00::'], [], [], ['aged%5:00:01:old:02', 'older%5:00:00:old:02', 'senior%5:00:00:old:02', 'elderly%5:00:00:old:02'], ['silhouette%1:06:00::', 'sir%1:18:00::', 'man%1:18:00::', 'adult_male%1:18:00::'], [], [], ['cheer_up%2:32:01::', 'encourage%2:37:00::', 'jolly_up%2:32:00::', 'jolly_along%2:32:00::', 'cheer%2:32:03::'], ['well%4:02:00::', 'ok%1:10:00::', 'correct%3:00:04::', 'ok%5:00:00:satisfactory:00', 'right%3:00:04::', 'good%4:02:00::', 'cool%5:00:00:satisfactory:00', 'o.k.%1:10:00::', 'fine%5:00:00:satisfactory:00', 'okeh%1:10:00::', 'hunky-dory%5:00:00:satisfactory:00', 'o.k.%5:00:00:satisfactory:00', 'okay%5:00:00:satisfactory:00', 'okay%1:10:00::', 'all_right%5:00:00:satisfactory:00', 'okey%1:10:00::'], [], [], [], []]
doc3	salut institutrice sally je suis en weekend du 17 au 19 mai chez papa et le prochain weekend chez maman	[[5896], [2457], [], [2617], [5465], [11709], [], [11712], [29272], [11709], [29276], [6559], [7041], [2497], [11399], [8476], [9829], [], [7041], [2458]]	[[], ['instructor%1:18:00::', 'prof%1:18:00::', 'teacher%1:18:00::', 'schoolteacher%1:18:00::', 'school_teacher%1:18:00::', 'professor%1:18:00::'], [], [], ['be%2:42:05::'], [], [], [], ['xvii%1:23:00::', 'xvii%5:00:00:cardinal:00', 'number%1:10:01::', '17%5:00:00:cardinal:00', '17%1:23:00::', 'numeral%1:10:00::', 'seventeen%1:23:00::', 'number%1:23:00::', 'seventeen%5:00:00:cardinal:00'], [], ['nineteen%1:23:00::', 'xix%1:23:00::', '19%1:23:00::', 'number%1:10:01::', '19%5:00:00:cardinal:00', 'numeral%1:10:00::', 'nineteen%5:00:00:cardinal:00', 'xix%5:00:00:cardinal:00', 'number%1:23:00::'], ['may%1:28:00::'], [], ['dada%1:18:00::', 'dad%1:18:00::', 'begetter%1:18:00::', 'pa%1:18:00::', 'papa%1:18:00::', 'daddy%1:18:00::', 'pappa%1:18:00::', 'pop%1:18:00::', 'father%1:18:00::', 'male_parent%1:18:00::'], [], [], ['future%3:00:00::'], [], [], ['mother%1:18:00::', 'mummy%1:18:00::', 'mum%1:18:00::', 'momma%1:18:00::', 'mama%1:18:00::', 'mommy%1:18:00::', 'mammy%1:18:00::', 'mom%1:18:00::', 'ma%1:18:00::', 'mamma%1:18:00::', 'female_parent%1:18:00::']]
doc3	après les vacances d'été je ne donne pas non plus mon weekend à toi	[[7818], [7031], [3166], [7074], [5604], [2617], [], [17038], [6526], [], [11593], [12264], [27329], [7041], [2608]]	[[], [], ['vacation%1:28:00::', 'holiday%1:28:00::'], [], ['summer%1:28:00::', 'summertime%1:28:00::'], [], [], ['reach%2:40:00::', 'turn_over%2:40:00::', 'give%2:40:00::', 'offer%2:40:00::', 'proffer%2:40:00::', 'pass%2:40:00::', 'hand%2:40:00::', 'pass_on%2:40:01::', 'give%2:40:06::'], ['step%1:10:02::', 'footprint%1:10:00::', 'footmark%1:10:00::'], [], ['neither%5:00:00:incomplete:00'], [], ['weekend%1:28:00::'], [], []]
doc3	à bientôt à l'école 	[[], [5896], [7041], [8476], [3082]]	[[], [], [], [], ['schoolhouse%1:06:00::', 'school%1:06:00::', 'school%1:14:00::']]
doc3	bonjour soefrijan pas mal salutations salynka	[[6009], [], [6526], [5504], [5896], []]	[['howdy%1:10:00::', 'hi%1:10:00::', 'hello%1:10:00::', 'hullo%1:10:00::', 'how-do-you-do%1:10:00::'], [], ['step%1:10:02::', 'footprint%1:10:00::', 'footmark%1:10:00::'], ['bad%3:00:00::'], [], []]
doc3	salut melissa comment vas tu tout va bien j'ai reçu une nouvelle garde-robe et un bureau pour bricoler salutations annick	[[5896], [], [12313], [5465], [2608], [5596], [5465], [5397], [2617], [7271], [17042], [8474], [11316], [2258], [11399], [2627], [9092], [7194], [2713], [5896], []]	[[], [], [], ['be%2:42:05::'], [], ['completely%4:02:04::', 'all%5:00:00:complete:00', 'totally%4:02:00::', 'right%4:02:07::', 'entirely%4:02:00::', 'all%4:02:00::', 'altogether%4:02:04::', 'wholly%4:02:00::', 'whole%4:02:00::'], ['be%2:42:05::'], ['well%4:02:00::', 'ok%1:10:00::', 'correct%3:00:04::', 'ok%5:00:00:satisfactory:00', 'right%3:00:04::', 'good%4:02:00::', 'cool%5:00:00:satisfactory:00', 'o.k.%1:10:00::', 'fine%5:00:00:satisfactory:00', 'okeh%1:10:00::', 'hunky-dory%5:00:00:satisfactory:00', 'o.k.%5:00:00:satisfactory:00', 'okay%5:00:00:satisfactory:00', 'okay%1:10:00::', 'all_right%5:00:00:satisfactory:00', 'okey%1:10:00::'], [], ['have_got%2:40:00::', 'have%2:40:04::', 'hold%2:40:00::', 'possess%2:40:00::', 'own%2:40:00::', 'have%2:40:00::'], ['take%2:35:00::', 'take%2:40:05::', 'receive%2:40:00::', 'accept%2:40:00::', 'get_hold_of%2:35:00::', 'have%2:40:03::', 'have%2:40:05::'], [], ['new%3:00:09::', 'new%3:00:00::'], ['wardrobe%1:06:00::', 'closet%1:06:02::', 'press%1:06:02::'], [], ['1%5:00:00:cardinal:00', 'one%1:23:00::', 'i%5:00:00:cardinal:00', 'unity%1:23:00::', 'ane%5:00:00:cardinal:00', 'single%1:23:00::', 'number%1:10:01::', 'odd%3:00:00::', 'uneven%3:00:04::', 'one%5:00:00:cardinal:00', 'numeral%1:10:00::', '1%1:23:00::', 'number%1:23:00::', 'ace%1:23:00::', 'i%1:23:00::'], ['business_office%1:06:00::', 'secretariat%1:14:00::', 'office%1:06:00::', 'secretariate%1:14:00::'], [], ['make%2:36:13::', 'build%2:36:00::', 'construct%2:36:00::'], [], []]
doc3	bonjour institutrice martine je suis triste parce que cinq pokemon à moi ont disparu	[[6009], [2457], [], [2617], [5465], [2606], [11348], [11348], [2631], [], [7041], [2617], [7271], [6175]]	[['howdy%1:10:00::', 'hi%1:10:00::', 'hello%1:10:00::', 'hullo%1:10:00::', 'how-do-you-do%1:10:00::'], ['instructor%1:18:00::', 'prof%1:18:00::', 'teacher%1:18:00::', 'schoolteacher%1:18:00::', 'school_teacher%1:18:00::', 'professor%1:18:00::'], [], [], ['be%2:42:05::'], ['down_in_the_mouth%5:00:00:dejected:00', 'gloomy%5:00:00:dejected:00', 'grim%5:00:00:dejected:00', 'down%5:00:00:dejected:00', 'unhappy%3:00:00::', 'depressed%5:00:00:dejected:00', 'downhearted%5:00:00:dejected:00', 'low%5:00:00:dejected:00', 'downcast%5:00:00:dejected:00', 'distressed%3:00:04::', 'blue%5:00:00:dejected:00', 'sad%3:00:00::', 'unhappy%3:00:04::', 'low-spirited%5:00:00:dejected:00', 'dispirited%5:00:00:dejected:00', 'dysphoric%3:00:00::'], [], [], ['v%5:00:00:cardinal:00', 'number%1:10:01::', '5%5:00:00:cardinal:00', 'numeral%1:10:00::', 'number%1:23:00::', 'five%5:00:00:cardinal:00'], [], [], [], ['have_got%2:40:00::', 'have%2:40:04::', 'hold%2:40:00::', 'possess%2:40:00::', 'own%2:40:00::', 'have%2:40:00::'], ['lose%2:40:01::']]
doc4	les femmes et les hommes sont des gens	[[], [4745], [], [], [4744], [5581], [], [7203]]	[[], ['adult_female%1:18:00::', 'woman%1:18:00::', 'mrs%1:10:00::', 'mrs.%1:10:00::', 'lady%1:18:02::', 'silhouette%1:06:00::'], [], [], ['adult_male%1:18:00::', 'man%1:18:00::', 'sir%1:18:00::', 'silhouette%1:06:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['people%1:14:00::', 'group%1:03:00::', 'grouping%1:03:00::']]
doc4	les gens grandissent bébé	[[], [7203], [7002], [6060]]	[[], ['people%1:14:00::', 'group%1:03:00::', 'grouping%1:03:00::'], ['grow%2:30:04::', 'maturate%2:30:00::', 'mature%2:30:00::'], ['babe%1:18:00::', 'baby%1:18:00::', 'infant%1:18:00::']]
doc4	les gens sont dans une maison	[[], [7203], [5465], [7034], [], [2317]]	[[], ['people%1:14:00::', 'group%1:03:00::', 'grouping%1:03:00::'], ['be%2:42:05::'], [], [], ['house%1:06:00::', 'family%1:14:02::', 'home%1:14:00::', 'house%1:14:05::', 'household%1:14:00::', 'menage%1:14:00::']]
doc4	les gens ont besoin de manger	[[], [7203], [7171], [7171], [], [2349]]	[[], ['people%1:14:00::', 'group%1:03:00::', 'grouping%1:03:00::'], ['aid%2:41:00::', 'assist%2:41:02::', 'help%2:41:00::', 'aid%2:29:00::', 'help%2:29:00::'], ['aid%2:41:00::', 'assist%2:41:02::', 'help%2:41:00::', 'aid%2:29:00::', 'help%2:29:00::'], [], ['eat%2:34:00::', 'consume%2:34:00::', 'have%2:34:00::', 'ingest%2:34:00::', 'take%2:34:00::', 'take_in%2:34:00::']]
doc4	tous les gens ont un visage	[[5596], [], [7203], [7271], [], [2684]]	[['all%4:02:00::', 'altogether%4:02:04::', 'completely%4:02:04::', 'entirely%4:02:00::', 'right%4:02:07::', 'totally%4:02:00::', 'whole%4:02:00::', 'wholly%4:02:00::', 'all%5:00:00:complete:00'], [], ['people%1:14:00::', 'group%1:03:00::', 'grouping%1:03:00::'], ['have%2:40:04::', 'own%2:40:00::', 'possess%2:40:00::', 'have%2:40:00::', 'have_got%2:40:00::', 'hold%2:40:00::'], [], ['face%1:08:00::', 'human_face%1:08:01::']]
doc4	sur notre visage nous avons des yeux	[[7034], [12268], [2684], [], [12268], [], [6573]]	[[], [], ['face%1:08:00::', 'human_face%1:08:01::'], [], [], [], ['eye%1:08:00::', 'oculus%1:08:00::', 'optic%1:08:00::', 'sight%1:09:00::', 'vision%1:09:01::', 'visual_modality%1:09:00::', 'visual_sense%1:09:00::']]
doc4	le matin je prends mon bain mon petit déjeuner et je m'habille	[[], [7022], [], [2271], [2271], [2271], [], [4625], [4625], [], [], [], [2781]]	[[], ['day%1:28:02::', 'daylight%1:28:00::', 'daytime%1:28:00::'], [], ['bathe%2:29:00::'], ['bathe%2:29:00::'], ['bathe%2:29:00::'], [], ['breakfast%2:34:00::'], ['breakfast%2:34:00::'], [], [], [], ['apparel%2:29:00::', 'clothe%2:29:00::', 'dress%2:29:01::', 'enclothe%2:29:00::', 'fit_out%2:29:00::', 'garb%2:29:00::', 'garment%2:29:00::', 'habilitate%2:29:00::', 'raiment%2:29:00::', 'tog%2:29:00::', 'dress%2:29:00::', 'get_dressed%2:29:00::']]
doc4	les gens qui sont malades prennent des médicaments	[[], [7203], [], [5465], [28742], [2349], [], [8163]]	[[], ['people%1:14:00::', 'group%1:03:00::', 'grouping%1:03:00::'], [], ['be%2:42:05::'], ['ill%3:00:01::', 'sick%3:00:01::', 'illness%1:26:00::', 'malady%1:26:00::', 'sickness%1:26:00::', 'unwellness%1:26:00::', 'patient%1:18:00::', 'come_down%2:29:00::', 'sicken%2:29:00::'], ['eat%2:34:00::', 'consume%2:34:00::', 'have%2:34:00::', 'ingest%2:34:00::', 'take%2:34:00::', 'take_in%2:34:00::'], [], ['medicament%1:06:00::', 'medication%1:06:00::', 'medicinal_drug%1:06:00::', 'medicine%1:06:00::', 'intervention%1:04:02::', 'treatment%1:04:00::']]
doc4	les gens ont besoin de vêtements nourritures et d'hygiène	[[], [7203], [7171], [7171], [], [34395], [4610], [], [], [6912]]	[[], ['people%1:14:00::', 'group%1:03:00::', 'grouping%1:03:00::'], ['aid%2:41:00::', 'assist%2:41:02::', 'help%2:41:00::', 'aid%2:29:00::', 'help%2:29:00::'], ['aid%2:41:00::', 'assist%2:41:02::', 'help%2:41:00::', 'aid%2:29:00::', 'help%2:29:00::'], [], ['garment%1:06:00::'], ['food%1:13:00::', 'solid_food%1:13:00::', 'food%1:03:00::', 'nutrient%1:03:00::'], [], [], ['toilet_articles%1:06:00::', 'toiletry%1:06:00::']]
doc4	les gens sont heureux triste ou en colère	[[], [7203], [5465], [3245], [2606], [], [], [2374]]	[[], ['people%1:14:00::', 'group%1:03:00::', 'grouping%1:03:00::'], ['be%2:42:05::'], ['happy%3:00:00::', 'content%3:00:00::', 'contented%3:00:00::'], ['sad%3:00:00::', 'blue%5:00:00:dejected:00', 'depressed%5:00:00:dejected:00', 'dispirited%5:00:00:dejected:00', 'down%5:00:00:dejected:00', 'down_in_the_mouth%5:00:00:dejected:00', 'downcast%5:00:00:dejected:00', 'downhearted%5:00:00:dejected:00', 'gloomy%5:00:00:dejected:00', 'grim%5:00:00:dejected:00', 'low%5:00:00:dejected:00', 'low-spirited%5:00:00:dejected:00', 'distressed%3:00:04::', 'dysphoric%3:00:00::', 'unhappy%3:00:04::', 'unhappy%3:00:00::'], [], [], ['angry%3:00:00::', 'organically%4:02:02::', 'angered%5:00:00:angry:00', 'enraged%5:00:00:angry:00', 'furious%5:00:00:angry:00', 'infuriated%5:00:00:angry:00', 'maddened%5:00:00:angry:00', 'annoyed%5:00:00:displeased:00', 'irritated%5:00:00:displeased:00', 'miffed%5:00:00:displeased:00', 'nettled%5:00:00:displeased:00', 'peeved%5:00:00:displeased:00', 'pissed%5:00:00:displeased:00', 'pissed_off%5:00:00:displeased:00', 'riled%5:00:00:displeased:00', 'roiled%5:00:00:displeased:00', 'steamed%5:00:00:displeased:00', 'stung%5:00:00:displeased:00']]
doc4	où est le chat	[[7764], [], [8476], [7114]]	[[], [], [], ['cat%1:05:00::', 'true_cat%1:05:00::', 'kitty%1:05:01::', 'kitty-cat%1:05:00::', 'puss%1:05:00::', 'pussy%1:05:00::', 'pussycat%1:05:00::']]
doc4	où est mon chat	[[7764], [7079], [12264], [7114]]	[[], ['direction%1:15:00::', 'way%1:15:00::', 'interrogation%1:10:01::', 'interrogative%1:10:00::', 'interrogative_sentence%1:10:00::', 'question%1:10:03::', 'go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::', 'channelise%2:38:03::', 'channelize%2:38:03::', 'direct%2:38:03::', 'guide%2:38:01::', 'head%2:38:01::', 'maneuver%2:38:00::', 'manoeuver%2:38:00::', 'manoeuvre%2:38:00::', 'point%2:38:05::', 'steer%2:38:00::'], [], ['cat%1:05:00::', 'true_cat%1:05:00::', 'kitty%1:05:01::', 'kitty-cat%1:05:00::', 'puss%1:05:00::', 'pussy%1:05:00::', 'pussycat%1:05:00::']]
doc4	je ne peux pas trouver le chat	[[6632], [], [11750], [5526], [24741], [], [7114]]	[[], [], [''], ['no%1:10:00::', 'no%4:02:00::', 'no%4:02:01::'], ['find%2:40:00::', 'regain%2:40:01::', 'locate%2:40:00::', 'turn_up%2:40:00::', 'appear%2:30:00::'], [], ['cat%1:05:00::', 'true_cat%1:05:00::', 'kitty%1:05:01::', 'kitty-cat%1:05:00::', 'puss%1:05:00::', 'pussy%1:05:00::', 'pussycat%1:05:00::']]
doc4	monsieur avez vous vu un chat par ici	[[4744], [], [], [2474], [8474], [7114], [], [5382]]	[['adult_male%1:18:00::', 'man%1:18:00::', 'sir%1:18:00::', 'silhouette%1:06:00::'], [], [], ['see%2:39:00::', 'look%2:39:00::', 'consider%2:39:08::', 'look_at%2:39:01::', 'view%2:39:00::', 'observe%2:39:00::'], [], ['cat%1:05:00::', 'true_cat%1:05:00::', 'kitty%1:05:01::', 'kitty-cat%1:05:00::', 'puss%1:05:00::', 'pussy%1:05:00::', 'pussycat%1:05:00::'], [], ['here%4:02:00::', 'knuckleball%1:04:00::', 'knuckler%1:04:00::', 'here%4:02:01::', 'hither%4:02:00::']]
doc4	je ne l'ai pas vu mais je vous aide à le trouver	[[6632], [], [6481], [], [5526], [2474], [11377], [6632], [], [4570], [7041], [], [24774]]	[[], [], [''], [], ['no%1:10:00::', 'no%4:02:00::', 'no%4:02:01::'], ['see%2:39:00::', 'look%2:39:00::', 'consider%2:39:08::', 'look_at%2:39:01::', 'view%2:39:00::', 'observe%2:39:00::'], [], [], [], ['aid%2:29:00::', 'help%2:29:00::', 'aid%2:41:00::', 'assist%2:41:02::', 'help%2:41:00::', 'collaborate%2:41:00::', 'cooperate%2:41:00::', 'get_together%2:41:00::', 'join_forces%2:41:00::'], [], [], ['find%2:40:00::', 'regain%2:40:01::', 'locate%2:40:00::', 'turn_up%2:40:00::']]
doc4	ils crient chat	[[], [36137], [7114]]	[[], ['call%2:32:09::', 'cry%2:32:01::', 'holler%2:32:05::', 'hollo%2:32:00::', 'scream%2:32:01::', 'shout%2:32:01::', 'shout_out%2:32:00::', 'squall%2:32:00::', 'yell%2:32:01::'], ['cat%1:05:00::', 'true_cat%1:05:00::', 'kitty%1:05:01::', 'kitty-cat%1:05:00::', 'puss%1:05:00::', 'pussy%1:05:00::', 'pussycat%1:05:00::']]
doc4	personne ne répond	[[11314], [], [9030]]	[[], [], ['answer%2:32:00::', 'reply%2:32:00::', 'respond%2:32:00::', 'answer%2:31:00::']]
doc4	l'eau n'a pas d'odeur	[[], [6889], [5526], [7271], [], [], [2486]]	[[], ['water%1:13:00::', 'h2o%1:27:00::', 'water%1:27:00::'], ['no%1:10:00::', 'no%4:02:00::', 'no%4:02:01::'], ['have%2:40:04::', 'own%2:40:00::', 'possess%2:40:00::', 'have%2:40:00::', 'have_got%2:40:00::', 'hold%2:40:00::'], [], [], ['smell%2:39:01::', 'sniff%2:39:00::', 'whiff%2:39:00::']]
doc4	l'eau a différentes formes solide liquide gazeux	[[], [6889], [7271], [32394], [4651], [7128], [4768], [6510]]	[[], ['water%1:13:00::', 'h2o%1:27:00::', 'water%1:27:00::'], ['have%2:40:04::', 'own%2:40:00::', 'possess%2:40:00::', 'have%2:40:00::', 'have_got%2:40:00::', 'hold%2:40:00::'], ['different%3:00:00::', 'divers%5:00:00:different:00', 'diverse%5:00:02:different:00'], ['form%1:03:00::', 'shape%1:03:00::'], ['ice_cube%1:06:00::'], ['water_glass%1:06:00::'], ['pop%1:13:00::', 'soda%1:13:00::', 'soda_pop%1:13:00::', 'soda_water%1:13:02::', 'tonic%1:13:01::', 'carbonated_water%1:13:00::', 'club_soda%1:13:00::', 'seltzer%1:13:02::', 'soda_water%1:13:00::', 'sparkling_water%1:13:00::']]
doc4	où se trouve l'eau 	[[7764], [], [], [], [6889]]	[[], [], [], [], ['water%1:13:00::', 'h2o%1:27:00::', 'water%1:27:00::']]
doc4	l'eau sert à boire	[[], [6889], [5581], [7194], [6061]]	[[], ['water%1:13:00::', 'h2o%1:27:00::', 'water%1:27:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['drink%2:34:00::', 'imbibe%2:34:00::']]
doc4	pluie va t'en	[[7148], [], [], []]	[['rain%2:43:00::', 'rain_down%2:43:00::'], [], [], []]
doc4	reviens un autre jour nous voulons aller dehors et jouer	[[5359], [], [5374], [17054], [], [5441], [2432], [5475], [], [2439]]	[['approach%2:38:00::', 'come_near%2:38:00::', 'come_on%2:38:00::', 'draw_close%2:38:00::', 'draw_near%2:38:00::', 'go_up%2:38:03::', 'near%2:38:00::'], [], ['about%4:02:00::', 'approximately%4:02:00::', 'around%4:02:03::', 'close_to%4:02:00::', 'just_about%4:02:00::', 'more_or_less%4:02:00::', 'or_so%4:02:00::', 'roughly%4:02:00::', 'some%4:02:00::', 'some%5:00:00:extraordinary:00', 'several%5:00:00:some:00', 'respective%5:00:00:individual:00', 'several%5:00:00:individual:00', 'various%5:00:00:individual:00'], ['other%3:00:00::', 'another%5:00:00:other:00', 'some_other%5:00:00:other:00'], [], ['desire%2:37:00::', 'want%2:37:00::', 'need%2:34:00::', 'require%2:34:00::', 'want%2:34:00::', 'want%2:31:01::', 'wish%2:32:02::', 'wish%2:32:01::', 'feel_like%2:37:00::'], ['go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::'], ['outside%4:02:01::'], [], ['play%2:41:03::', 'play%2:41:00::', 'recreate%2:41:00::']]
doc4	oui je sais que tu aimes rester mais maintenant nous ne pouvons pas aller dehors et jouer pour fêter mon anniversaire	[[5583], [], [26405], [], [12281], [5441], [5858], [], [7131], [], [5526], [], [], [], [5475], [], [2439], [], [], [], []]	[['yes%1:10:00::', 'affirmatively%4:02:00::', 'affirm%2:32:01::', 'affirm%2:32:00::', 'assert%2:32:00::', 'aver%2:32:00::', 'avow%2:32:00::', 'swan%2:32:00::', 'swear%2:32:03::', 'verify%2:32:03::'], [], ['cognise%2:31:00::', 'cognize%2:31:00::', 'know%2:31:01::'], [], [], ['desire%2:37:00::', 'want%2:37:00::', 'need%2:34:00::', 'require%2:34:00::', 'want%2:34:00::', 'want%2:31:01::', 'wish%2:32:02::', 'wish%2:32:01::', 'feel_like%2:37:00::'], ['be%2:42:03::', 'be%2:42:06::'], [], ['today%4:02:00::'], [], ['no%1:10:00::', 'no%4:02:00::', 'no%4:02:01::'], [], [], [], ['outside%4:02:01::'], [], ['play%2:41:03::', 'play%2:41:00::', 'recreate%2:41:00::'], [], [], [], []]
doc4	c'est dans le robinet	[[], [5465], [7034], [], [3339]]	[[], ['be%2:42:05::'], [], [], ['hydrant%1:06:01::', 'tap%1:06:00::', 'water_faucet%1:06:00::', 'water_tap%1:06:00::']]
doc4	c'est dans la mer	[[], [5465], [7034], [], [2925]]	[[], ['be%2:42:05::'], [], [], ['sea%1:17:00::', 'ocean%1:17:00::']]
doc4	tombe du ciel et va vers le ciel	[[6215], [7074], [6978], [], [8142], [], [], [6978]]	[['let_go%2:35:00::', 'let_go_of%2:35:00::', 'release%2:35:00::', 'relinquish%2:35:02::', 'drop%2:38:05::', 'drop_down%2:38:00::', 'sink%2:38:01::', 'drop%2:38:00::', 'cast%2:35:01::', 'cast_off%2:35:00::', 'drop%2:35:01::', 'shake_off%2:35:00::', 'shed%2:35:01::', 'throw%2:35:07::', 'throw_away%2:35:00::', 'throw_off%2:35:00::'], [], ['celestial_sphere%1:15:00::', 'empyrean%1:15:00::', 'firmament%1:15:00::', 'heavens%1:15:00::', 'sphere%1:15:01::', 'vault_of_heaven%1:15:00::', 'welkin%1:15:00::', 'sky%1:17:00::', 'star%1:17:00::'], [], ['go%2:38:00::', 'locomote%2:38:00::', 'move%2:38:03::', 'travel%2:38:00::'], [], [], ['celestial_sphere%1:15:00::', 'empyrean%1:15:00::', 'firmament%1:15:00::', 'heavens%1:15:00::', 'sphere%1:15:01::', 'vault_of_heaven%1:15:00::', 'welkin%1:15:00::', 'sky%1:17:00::', 'star%1:17:00::']]
doc4	la rivière nous donne de l'eau pour boire	[[], [2811], [7186], [17038], [], [], [6889], [7194], [6061]]	[[], ['river%1:17:00::'], [], ['give%2:40:00::', 'offer%2:40:00::', 'proffer%2:40:00::', 'give%2:40:06::', 'hand%2:40:00::', 'pass%2:40:00::', 'pass_on%2:40:01::', 'reach%2:40:00::', 'turn_over%2:40:00::'], [], [], ['water%1:13:00::', 'h2o%1:27:00::', 'water%1:27:00::'], [], ['drink%2:34:00::', 'imbibe%2:34:00::']]
